Precio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario: Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLP per TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branch,Agricola_ZR02_P01\Cultivos Anuales\Cereales,Agricola_ZR02_P01\Cultivos Anuales\Forrajeras,Agricola_ZR02_P01\Cultivos Anuales\Hortalizas,Agricola_ZR02_P01\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR02_P01\Frutales\Caducifolios\Goteo,Agricola_ZR02_P01\Frutales\Caducifolios\Microaspersion,Agricola_ZR02_P01\Frutales\Citricos,Agricola_ZR02_P01\Frutales\Paltos\Goteo,Agricola_ZR02_P01\Frutales\Paltos\Microaspersion,Agricola_ZR05_L01\Cultivos Anuales\Cereales,Agricola_ZR05_L01\Cultivos Anuales\Forrajeras,Agricola_ZR05_L01\Cultivos Anuales\Hortalizas,Agricola_ZR05_L01\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR05_L01\Frutales\Caducifolios\Goteo,Agricola_ZR05_L01\Frutales\Caducifolios\Microaspersion,Agricola_ZR05_L01\Frutales\Citricos,Agricola_ZR05_L01\Frutales\Paltos\Goteo,Agricola_ZR05_L01\Frutales\Paltos\Microaspersion,Agricola_ZR05_P02\Cultivos Anuales\Cereales,Agricola_ZR05_P02\Cultivos Anuales\Forrajeras,Agricola_ZR05_P02\Cultivos Anuales\Hortalizas,Agricola_ZR05_P02\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR05_P02\Frutales\Caducifolios\Goteo,Agricola_ZR05_P02\Frutales\Caducifolios\Microaspersion,Agricola_ZR05_P02\Frutales\Citricos,Agricola_ZR05_P02\Frutales\Paltos\Goteo,Agricola_ZR05_P02\Frutales\Paltos\Microaspersion,Agricola_ZR06_L02\Cultivos Anuales\Cereales,Agricola_ZR06_L02\Cultivos Anuales\Forrajeras,Agricola_ZR06_L02\Cultivos Anuales\Hortalizas,Agricola_ZR06_L02\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR06_L02\Frutales\Caducifolios\Goteo,Agricola_ZR06_L02\Frutales\Caducifolios\Microaspersion,Agricola_ZR06_L02\Frutales\Citricos,Agricola_ZR06_L02\Frutales\Paltos\Goteo,Agricola_ZR06_L02\Frutales\Paltos\Microaspersion,Agricola_ZR06_P03\Cultivos Anuales\Cereales,Agricola_ZR06_P03\Cultivos Anuales\Forrajeras,Agricola_ZR06_P03\Cultivos Anuales\Hortalizas,Agricola_ZR06_P03\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR06_P03\Frutales\Caducifolios\Goteo,Agricola_ZR06_P03\Frutales\Caducifolios\Microaspersion,Agricola_ZR06_P03\Frutales\Citricos,Agricola_ZR06_P03\Frutales\Paltos\Goteo,Agricola_ZR06_P03\Frutales\Paltos\Microaspersion,Agricola_ZR07_L05\Cultivos Anuales\Cereales,Agricola_ZR07_L05\Cultivos Anuales\Forrajeras,Agricola_ZR07_L05\Cultivos Anuales\Hortalizas,Agricola_ZR07_L05\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR07_L05\Frutales\Caducifolios\Goteo,Agricola_ZR07_L05\Frutales\Caducifolios\Microaspersion,Agricola_ZR07_L05\Frutales\Citricos,Agricola_ZR07_L05\Frutales\Paltos\Goteo,Agricola_ZR07_L05\Frutales\Paltos\Microaspersion,Agricola_ZR07_P07\Cultivos Anuales\Cereales,Agricola_ZR07_P07\Cultivos Anuales\Forrajeras,Agricola_ZR07_P07\Cultivos Anuales\Hortalizas,Agricola_ZR07_P07\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR07_P07\Frutales\Caducifolios\Goteo,Agricola_ZR07_P07\Frutales\Caducifolios\Microaspersion,Agricola_ZR07_P07\Frutales\Citricos,Agricola_ZR07_P07\Frutales\Paltos\Goteo,Agricola_ZR07_P07\Frutales\Paltos\Microaspersion,Agricola_ZR08_L06\Cultivos Anuales\Cereales,Agricola_ZR08_L06\Cultivos Anuales\Forrajeras,Agricola_ZR08_L06\Cultivos Anuales\Hortalizas,Agricola_ZR08_L06\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR08_L06\Frutales\Caducifolios\Goteo,Agricola_ZR08_L06\Frutales\Caducifolios\Microaspersion,Agricola_ZR08_L06\Frutales\Citricos,Agricola_ZR08_L06\Frutales\Paltos\Goteo,Agricola_ZR08_L06\Frutales\Paltos\Microaspersion,Agricola_ZR08_P08\Cultivos Anuales\Cereales,Agricola_ZR08_P08\Cultivos Anuales\Forrajeras,Agricola_ZR08_P08\Cultivos Anuales\Hortalizas,Agricola_ZR08_P08\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR08_P08\Frutales\Caducifolios\Goteo,Agricola_ZR08_P08\Frutales\Caducifolios\Microaspersion,Agricola_ZR08_P08\Frutales\Citricos,Agricola_ZR08_P08\Frutales\Paltos\Goteo,Agricola_ZR08_P08\Frutales\Paltos\Microaspersion,Agricola_ZR09_L09\Cultivos Anuales\Cereales,Agricola_ZR09_L09\Cultivos Anuales\Forrajeras,Agricola_ZR09_L09\Cultivos Anuales\Hortalizas,Agricola_ZR09_L09\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR09_L09\Frutales\Caducifolios\Goteo,Agricola_ZR09_L09\Frutales\Caducifolios\Microaspersion,Agricola_ZR09_L09\Frutales\Citricos,Agricola_ZR09_L09\Frutales\Paltos\Goteo,Agricola_ZR09_L09\Frutales\Paltos\Microaspersion,Agricola_ZR10_L10_L12\Cultivos Anuales\Cereales,Agricola_ZR10_L10_L12\Cultivos Anuales\Forrajeras,Agricola_ZR10_L10_L12\Cultivos Anuales\Hortalizas,Agricola_ZR10_L10_L12\Cultivos Anuales\LeguminosasTuberculos,Agricola_ZR10_L10_L12\Frutales\Caducifolios\Goteo,Agricola_ZR10_L10_L12\Frutales\Caducifolios\Microaspersion,Agricola_ZR10_L10_L12\Frutales\Citricos,Agricola_ZR10_L10_L12\Frutales\Paltos\Goteo,Agricola_ZR10_L10_L12\Frutales\Paltos\Microaspersion
2015,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2016,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2017,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2018,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2019,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2020,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2021,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2022,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2023,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2024,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2025,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2026,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2027,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2028,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2029,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2030,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2031,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2032,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
2033,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000,260000,286000,225000,400000,2200000,2200000,400000,2200000,2200000
